category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter
NT;3646;Pluvialis apricaria;heilo;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;Yes;No
NT;3646;Pluvialis apricaria;heilo;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;Yes;No
NT;3776;Numenius phaeopus;småspove;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;Yes;No
NT;3799;Tringa totanus;rødstilk;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;Yes;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;Yes;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;145;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;Yes;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;13;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
NT;3607;Cepphus grylle;teist;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;Yes;No
EN;3611;Fratercula arctica;lunde;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;25;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;Yes;No;No;No;No;No;No
NT;4040;Cuculus canorus;gjøk;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;Yes;No
LC;4162;Corvus corax;ravn;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4164;Corvus cornix;kråke;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4164;Corvus cornix;kråke;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4372;Parus major;kjøttmeis;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4498;Troglodytes troglodytes;gjerdesmett;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;183926;Luscinia svecica;blåstrupe;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;;14.06.2019 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4563;Turdus torquatus;ringtrost;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;14;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;11;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;;14.06.2019 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;7;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4557;Turdus philomelos;måltrost;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;26;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;69;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;17;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4458;Phylloscopus collybita;gransanger;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4352;Muscicapa striata;gråfluesnapper;Fugler;;16.06.2020 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4406;Prunella modularis;jernspurv;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;3;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4322;Anthus pratensis;heipiplerke;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;14;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4320;Anthus petrosus;skjærpiplerke;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;204597;Linaria flavirostris;bergirisk;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;185969;Acanthis flammea;gråsisik;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;185969;Acanthis flammea;gråsisik;Fugler;;14.06.2019 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4252;Fringilla montifringilla;bjørkefink;Fugler;;15.06.2016 00:00:00;Røyken;5000.0;Andøy;Nordland;5;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4252;Fringilla montifringilla;bjørkefink;Fugler;;14.06.2018 00:00:00;Røyken;5000.0;Andøy;Nordland;4;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;Yes;No;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;;16.06.2017 00:00:00;Røyken;5000.0;Andøy;Nordland;2;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;;16.06.2021 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
VU;3674;Hydrocoloeus minutus;dvergmåke;Fugler;Atle Ivar Olsen|Magnhild Johansen;28.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Martin Eggen|Mari Klaussen|Morten Helberg;26.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: Display/Song. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Martin Eggen|Mari Klaussen|Morten Helberg;26.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;14;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;Martin Eggen|Mari Klaussen|Morten Helberg;26.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Martin Eggen|Mari Klaussen|Morten Helberg;26.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
CR;3671;Chroicocephalus ridibundus;hettemåke;Fugler;Martin Eggen|Mari Klaussen|Morten Helberg;26.05.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Line Eid;05.07.2022 00:00:00;Kleivvatnet, Andøy, No;50.0;Andøy;Nordland;5;69,306972;16,094702;POINT (543169 7688977);species;;3+2. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Line Eid;05.07.2022 00:00:00;Kleivvatnet, Andøy, No;50.0;Andøy;Nordland;6;69,306972;16,094702;POINT (543169 7688977);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Line Eid;05.07.2022 00:00:00;Kleivvatnet, Andøy, No;50.0;Andøy;Nordland;7;69,306972;16,094702;POINT (543169 7688977);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Geir Otto Holmås;15.07.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;15;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Geir Otto Holmås;15.07.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Geir Otto Holmås;15.07.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Geir Otto Holmås;15.07.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Geir Otto Holmås;15.07.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;;Minimum. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Odd Helge Gilja;20.07.2022 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;3;69,296024;16,127517;POINT (544485 7687780);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;John Stenersen|Steve Baines;11.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Anders Braut Simonsen|Geir Sverre Andersen|Torborg Berge|Jonas Langbråten;14.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anders Braut Simonsen|Geir Sverre Andersen|Torborg Berge|Jonas Langbråten;14.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;8;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Stationary. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4322;Anthus pratensis;heipiplerke;Fugler;Anders Braut Simonsen|Geir Sverre Andersen|Torborg Berge|Jonas Langbråten;14.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Call. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;Anders Braut Simonsen|Geir Sverre Andersen|Torborg Berge|Jonas Langbråten;14.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Anders Braut Simonsen|Geir Sverre Andersen|Torborg Berge|Jonas Langbråten;14.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Call. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jonas Langbråten|Finn Nilsen|Håvar Hveding|Per Jan Hagevik;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;45;69,307254;16,095034;POINT (543181 7689009);species;feeding;Ca.antall Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Jonas Langbråten|Finn Nilsen|Håvar Hveding|Per Jan Hagevik;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;feeding;Ca.antall Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3790;Tringa erythropus;sotsnipe;Fugler;Jonas Langbråten|Finn Nilsen|Håvar Hveding|Per Jan Hagevik;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;8;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;Jonas Langbråten|Finn Nilsen|Håvar Hveding|Per Jan Hagevik;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Håvar Hveding;14.08.2022 00:00:00;Haugnessanden, Andøy, No;500.0;Andøy;Nordland;45;69,31125;16,136563;POINT (544810 7689484);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
NT;3935;Phalacrocorax carbo;storskarv;Fugler;Håvar Hveding;14.08.2022 00:00:00;Haugnessanden, Andøy, No;500.0;Andøy;Nordland;2;69,31125;16,136563;POINT (544810 7689484);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Torborg Berge|Anders Braut Simonsen|Bjørn Olav Tveit;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Torborg Berge|Anders Braut Simonsen|Bjørn Olav Tveit;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;Torborg Berge|Anders Braut Simonsen|Bjørn Olav Tveit;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Torborg Berge|Anders Braut Simonsen|Bjørn Olav Tveit;12.08.2022 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;;18.06.2022 00:00:00;Røyken;5000.0;Andøy;Nordland;1;69,28087;16,13257;POINT (544716 7686094);species;;aggregated count for 15 sampling points situated less than 5000m from location;;No;No;No;No;No;No;No;No
LC;3923;Gavia arctica;storlom;Fugler;Anders Heien;08.07.2022 00:00:00;Storvatnet, Stormyra, Andøy, No;750.0;Andøy;Nordland;1;69,273721;16,055913;POINT (541703 7685243);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Ole Lykke Henriksen;21.05.2023 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3525;Mergus serrator;siland;Fugler;Ole Lykke Henriksen;21.05.2023 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;John Stenersen;23.05.2023 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;16;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;in pair;No;Yes;No;No;No;No;No;No
